method,damping,step,time,position_error,orientation_error,max_dq,condition_number,clipped
dls,0.0001,1668,3.336,0.0188295,0.0324869,0.0365661,85.9608,0
dls,0.0001,1669,3.338,0.0186076,0.0321235,0.0366589,85.7255,0
dls,0.0001,1670,3.34,0.0183908,0.0317684,0.0367547,85.4833,0
dls,0.0001,1671,3.342,0.0181788,0.0314213,0.0368529,85.2344,0
dls,0.0001,1672,3.344,0.0179716,0.031082,0.0369534,84.9791,0
dls,0.0001,1673,3.346,0.017769,0.0307504,0.0370558,84.7175,0
dls,0.0001,1674,3.348,0.017571,0.0304263,0.0371597,84.45,0
dls,0.0001,1675,3.35,0.0173775,0.0301096,0.037265,84.1767,0
dls,0.0001,1676,3.352,0.0171883,0.0297999,0.0373713,83.8979,0
dls,0.0001,1677,3.354,0.0170033,0.0294973,0.0374784,83.6137,0
dls,0.0001,1678,3.356,0.0168225,0.0292014,0.0375861,83.3245,0
dls,0.0001,1679,3.358,0.0166457,0.0289123,0.0376941,83.0305,0
dls,0.0001,1680,3.36,0.0164729,0.0286296,0.0378022,82.7318,0
dls,0.0001,1681,3.362,0.016304,0.0283532,0.0379103,82.4288,0
dls,0.0001,1682,3.364,0.0161389,0.0280831,0.0380182,82.1215,0
dls,0.0001,1683,3.366,0.0159774,0.027819,0.0381256,81.8104,0
dls,0.0001,1684,3.368,0.0158196,0.0275609,0.0382326,81.4955,0
dls,0.0001,1685,3.37,0.0156653,0.0273085,0.0383388,81.1771,0
dls,0.0001,1686,3.372,0.0155144,0.0270618,0.0384442,80.8554,0
dls,0.0001,1687,3.374,0.015367,0.0268206,0.0385487,80.5307,0
dls,0.0001,1688,3.376,0.0152228,0.0265848,0.0386522,80.203,0
dls,0.0001,1689,3.378,0.0150818,0.0263543,0.0387544,79.8727,0
dls,0.0001,1690,3.38,0.014944,0.0261289,0.0388555,79.54,0
dls,0.0001,1691,3.382,0.0148093,0.0259085,0.0389552,79.2049,0
dls,0.0001,1692,3.384,0.0146775,0.025693,0.0390536,78.8678,0
dls,0.0001,1693,3.386,0.0145488,0.0254824,0.0391504,78.5288,0
dls,0.0001,1694,3.388,0.0144229,0.0252764,0.0392458,78.1881,0
dls,0.0001,1695,3.39,0.0142998,0.025075,0.0393396,77.8458,0
dls,0.0001,1696,3.392,0.0141794,0.0248781,0.0394317,77.5022,0
dls,0.0001,1697,3.394,0.0140617,0.0246856,0.0395222,77.1573,0
dls,0.0001,1698,3.396,0.0139467,0.0244973,0.039611,76.8115,0
dls,0.0001,1699,3.398,0.0138342,0.0243132,0.0396981,76.4647,0
dls,0.0001,1700,3.4,0.0137243,0.0241332,0.0397834,76.1172,0
dls,0.0001,1701,3.402,0.0136168,0.0239572,0.039867,75.7692,0
dls,0.0001,1702,3.404,0.0135117,0.0237851,0.0399487,75.4206,0
dls,0.0001,1703,3.406,0.0134089,0.0236168,0.0400287,75.0718,0
dls,0.0001,1704,3.408,0.0133085,0.0234523,0.0401069,74.7228,0
dls,0.0001,1705,3.41,0.0132102,0.0232913,0.0401832,74.3738,0
dls,0.0001,1706,3.412,0.0131142,0.023134,0.0402578,74.0248,0
dls,0.0001,1707,3.414,0.0130203,0.0229801,0.0403305,73.676,0
dls,0.0001,1708,3.416,0.0129285,0.0228296,0.0404015,73.3275,0
dls,0.0001,1709,3.418,0.0128388,0.0226825,0.0404707,72.9795,0
dls,0.0001,1710,3.42,0.0127511,0.0225385,0.040538,72.6319,0
dls,0.0001,1711,3.422,0.0126653,0.0223978,0.0406037,72.285,0
dls,0.0001,1712,3.424,0.0125814,0.0222602,0.0406675,71.9387,0
dls,0.0001,1713,3.426,0.0124995,0.0221256,0.0407296,71.5933,0
dls,0.0001,1714,3.428,0.0124193,0.021994,0.0409702,71.2487,0
dls,0.0001,1715,3.43,0.012341,0.0218653,0.04127,70.9051,0
dls,0.0001,1716,3.432,0.0122644,0.0217394,0.0415624,70.5626,0
dls,0.0001,1717,3.434,0.0121895,0.0216163,0.0418473,70.2211,0
dls,0.0001,1718,3.436,0.0121163,0.0214959,0.0421251,69.8809,0
dls,0.0001,1719,3.438,0.0120447,0.0213781,0.0423957,69.5419,0
dls,0.0001,1720,3.44,0.0119748,0.021263,0.0426594,69.2042,0
dls,0.0001,1721,3.442,0.0119064,0.0211503,0.0429163,68.8679,0
dls,0.0001,1722,3.444,0.0118395,0.0210402,0.0431666,68.533,0
dls,0.0001,1723,3.446,0.0117742,0.0209325,0.0434103,68.1996,0
dls,0.0001,1724,3.448,0.0117103,0.0208271,0.0436475,67.8678,0
dls,0.0001,1725,3.45,0.0116478,0.0207241,0.0438786,67.5375,0
dls,0.0001,1726,3.452,0.0115868,0.0206233,0.0441034,67.2089,0
dls,0.0001,1727,3.454,0.0115271,0.0205247,0.0443223,66.8819,0
dls,0.0001,1728,3.456,0.0114688,0.0204283,0.0445353,66.5566,0
dls,0.0001,1729,3.458,0.0114117,0.0203341,0.0447425,66.233,0
dls,0.0001,1730,3.46,0.011356,0.0202419,0.0449441,65.9113,0
dls,0.0001,1731,3.462,0.0113015,0.0201517,0.0451401,65.5913,0
dls,0.0001,1732,3.464,0.0112483,0.0200635,0.0453308,65.2732,0
dls,0.0001,1733,3.466,0.0111962,0.0199772,0.0455163,64.9569,0
dls,0.0001,1734,3.468,0.0111453,0.0198928,0.0456965,64.6425,0
dls,0.0001,1735,3.47,0.0110956,0.0198103,0.0458718,64.33,0
dls,0.0001,1736,3.472,0.011047,0.0197296,0.0460421,64.0195,0
dls,0.0001,1737,3.474,0.0109995,0.0196506,0.0462076,63.7109,0
dls,0.0001,1738,3.476,0.0109531,0.0195734,0.0463684,63.4042,0
dls,0.0001,1739,3.478,0.0109077,0.0194979,0.0465246,63.0995,0
dls,0.0001,1740,3.48,0.0108633,0.019424,0.0466763,62.7968,0
dls,0.0001,1741,3.482,0.01082,0.0193517,0.0468237,62.4961,0
dls,0.0001,1742,3.484,0.0107776,0.019281,0.0469667,62.1975,0
dls,0.0001,1743,3.486,0.0107362,0.0192119,0.0471056,61.9008,0
dls,0.0001,1744,3.488,0.0106958,0.0191443,0.0472404,61.6061,0
dls,0.0001,1745,3.49,0.0106562,0.0190782,0.0473712,61.3135,0
dls,0.0001,1746,3.492,0.0106176,0.0190135,0.0474981,61.023,0
dls,0.0001,1747,3.494,0.0105798,0.0189502,0.0476213,60.7344,0
dls,0.0001,1748,3.496,0.0105429,0.0188883,0.0477407,60.4479,0
dls,0.0001,1749,3.498,0.0105068,0.0188278,0.0478565,60.1635,0
dls,0.0001,1750,3.5,0.0104716,0.0187686,0.0479687,59.8811,0
dls,0.0001,1751,3.502,0.0104372,0.0187106,0.0480776,59.6007,0
dls,0.0001,1752,3.504,0.0104035,0.018654,0.048183,59.3224,0
dls,0.0001,1753,3.506,0.0103707,0.0185986,0.0482852,59.0461,0
dls,0.0001,1754,3.508,0.0103385,0.0185443,0.0483842,58.7718,0
dls,0.0001,1755,3.51,0.0103071,0.0184913,0.04848,58.4996,0
dls,0.0001,1756,3.512,0.0102765,0.0184394,0.0485728,58.2294,0
dls,0.0001,1757,3.514,0.0102465,0.0183887,0.0486626,57.9612,0
dls,0.0001,1758,3.516,0.0102172,0.0183391,0.0487495,57.695,0
dls,0.0001,1759,3.518,0.0101886,0.0182905,0.0488336,57.4309,0
dls,0.0001,1760,3.52,0.0101607,0.018243,0.048915,57.1687,0
dls,0.0001,1761,3.522,0.0101334,0.0181966,0.0489936,56.9085,0
dls,0.0001,1762,3.524,0.0101067,0.0181511,0.0490696,56.6503,0
dls,0.0001,1763,3.526,0.0100807,0.0181067,0.049143,56.3941,0
dls,0.0001,1764,3.528,0.0100552,0.0180632,0.049214,56.1398,0
dls,0.0001,1765,3.53,0.0100303,0.0180206,0.0492825,55.8875,0
dls,0.0001,1766,3.532,0.0100061,0.017979,0.0493486,55.6371,0
dls,0.0001,1767,3.534,0.00998234,0.0179383,0.0494124,55.3887,0
dls,0.0001,1768,3.536,0.00995916,0.0178985,0.049474,55.1422,0
dls,0.0001,1769,3.538,0.00993653,0.0178595,0.0495333,54.8976,0
dls,0.0001,1770,3.54,0.00991442,0.0178214,0.0495905,54.6549,0
dls,0.0001,1771,3.542,0.00989283,0.0177841,0.0496456,54.4141,0
dls,0.0001,1772,3.544,0.00987174,0.0177476,0.0496987,54.1751,0
dls,0.0001,1773,3.546,0.00985114,0.0177119,0.0497498,53.938,0
dls,0.0001,1774,3.548,0.00983102,0.017677,0.0497989,53.7028,0
dls,0.0001,1775,3.55,0.00981138,0.0176428,0.0498461,53.4694,0
dls,0.0001,1776,3.552,0.00979219,0.0176094,0.0498915,53.2378,0
dls,0.0001,1777,3.554,0.00977345,0.0175767,0.0499351,53.0081,0
dls,0.0001,1778,3.556,0.00975516,0.0175447,0.0499769,52.7801,0
dls,0.0001,1779,3.558,0.00973729,0.0175134,0.050017,52.5539,0
dls,0.0001,1780,3.56,0.00971985,0.0174828,0.0500555,52.3295,0
dls,0.0001,1781,3.562,0.00970282,0.0174528,0.0500923,52.1068,0
dls,0.0001,1782,3.564,0.00968619,0.0174235,0.0501275,51.8859,0
dls,0.0001,1783,3.566,0.00966995,0.0173948,0.0501612,51.6667,0
dls,0.0001,1784,3.568,0.0096541,0.0173668,0.0501934,51.4493,0
dls,0.0001,1785,3.57,0.00963862,0.0173393,0.0502241,51.2335,0
dls,0.0001,1786,3.572,0.00962351,0.0173124,0.0502534,51.0194,0
dls,0.0001,1787,3.574,0.00960877,0.0172861,0.0502812,50.807,0
dls,0.0001,1788,3.576,0.00959437,0.0172604,0.0503077,50.5963,0
dls,0.0001,1789,3.578,0.00958032,0.0172352,0.0503329,50.3871,0
dls,0.0001,1790,3.58,0.0095666,0.0172106,0.0503568,50.1797,0
dls,0.0001,1791,3.582,0.00955321,0.0171865,0.0503794,49.9738,0
dls,0.0001,1792,3.584,0.00954014,0.0171629,0.0504008,49.7696,0
dls,0.0001,1793,3.586,0.00952739,0.0171398,0.050421,49.5669,0
dls,0.0001,1794,3.588,0.00951494,0.0171172,0.0504401,49.3658,0
dls,0.0001,1795,3.59,0.0095028,0.0170951,0.0504579,49.1663,0
dls,0.0001,1796,3.592,0.00949094,0.0170734,0.0504747,48.9683,0
dls,0.0001,1797,3.594,0.00947938,0.0170523,0.0504904,48.7718,0
dls,0.0001,1798,3.596,0.00946809,0.0170315,0.050505,48.5769,0
dls,0.0001,1799,3.598,0.00945708,0.0170113,0.0505186,48.3835,0
dls,0.0001,1800,3.6,0.00944634,0.0169914,0.0505312,48.1915,0
dls,0.0001,1801,3.602,0.00943586,0.016972,0.0505428,48.0011,0
dls,0.0001,1802,3.604,0.00942564,0.0169529,0.0505535,47.8121,0
dls,0.0001,1803,3.606,0.00941566,0.0169343,0.0505632,47.6246,0
dls,0.0001,1804,3.608,0.00940594,0.0169161,0.050572,47.4385,0
dls,0.0001,1805,3.61,0.00939645,0.0168983,0.0505799,47.2538,0
dls,0.0001,1806,3.612,0.00938719,0.0168808,0.050587,47.0705,0
dls,0.0001,1807,3.614,0.00937817,0.0168637,0.0505932,46.8887,0
dls,0.0001,1808,3.616,0.00936937,0.016847,0.0505986,46.7082,0
dls,0.0001,1809,3.618,0.00936078,0.0168306,0.0506032,46.5291,0
dls,0.0001,1810,3.62,0.00935241,0.0168145,0.050607,46.3513,0
dls,0.0001,1811,3.622,0.00934425,0.0167988,0.0506101,46.1749,0
dls,0.0001,1812,3.624,0.0093363,0.0167835,0.0506124,45.9998,0
dls,0.0001,1813,3.626,0.00932854,0.0167684,0.0506139,45.8261,0
dls,0.0001,1814,3.628,0.00932098,0.0167537,0.0506148,45.6536,0
dls,0.0001,1815,3.63,0.00931361,0.0167392,0.050615,45.4825,0
dls,0.0001,1816,3.632,0.00930643,0.0167251,0.0506145,45.3126,0
dls,0.0001,1817,3.634,0.00929943,0.0167113,0.0506134,45.144,0
dls,0.0001,1818,3.636,0.00929261,0.0166977,0.0506116,44.9767,0
dls,0.0001,1819,3.638,0.00928596,0.0166844,0.0506092,44.8106,0
dls,0.0001,1820,3.64,0.00927948,0.0166714,0.0506062,44.6457,0
dls,0.0001,1821,3.642,0.00927317,0.0166587,0.0506026,44.4821,0
dls,0.0001,1822,3.644,0.00926703,0.0166462,0.0505984,44.3197,0
dls,0.0001,1823,3.646,0.00926104,0.016634,0.0505936,44.1585,0
dls,0.0001,1824,3.648,0.0092552,0.016622,0.0505883,43.9984,0
dls,0.0001,1825,3.65,0.00924952,0.0166103,0.0505825,43.8396,0
dls,0.0001,1826,3.652,0.00924399,0.0165988,0.0505761,43.6819,0
dls,0.0001,1827,3.654,0.0092386,0.0165876,0.0505693,43.5253,0
dls,0.0001,1828,3.656,0.00923336,0.0165766,0.0505619,43.3699,0
dls,0.0001,1829,3.658,0.00922825,0.0165658,0.050554,43.2157,0
dls,0.0001,1830,3.66,0.00922328,0.0165552,0.0505457,43.0625,0
dls,0.0001,1831,3.662,0.00921844,0.0165448,0.0505369,42.9105,0
dls,0.0001,1832,3.664,0.00921373,0.0165347,0.0505276,42.7595,0
dls,0.0001,1833,3.666,0.00920915,0.0165247,0.0505179,42.6097,0
dls,0.0001,1834,3.668,0.00920469,0.016515,0.0505078,42.4609,0
dls,0.0001,1835,3.67,0.00920036,0.0165054,0.0504972,42.3132,0
dls,0.0001,1836,3.672,0.00919614,0.016496,0.0504863,42.1666,0
dls,0.0001,1837,3.674,0.00919203,0.0164869,0.0504749,42.021,0
dls,0.0001,1838,3.676,0.00918804,0.0164779,0.0504632,41.8764,0
dls,0.0001,1839,3.678,0.00918416,0.016469,0.050451,41.7329,0
dls,0.0001,1840,3.68,0.00918039,0.0164604,0.0504385,41.5904,0
dls,0.0001,1841,3.682,0.00917672,0.0164519,0.0504257,41.4489,0
dls,0.0001,1842,3.684,0.00917315,0.0164436,0.0504124,41.3083,0
dls,0.0001,1843,3.686,0.00916969,0.0164354,0.0503989,41.1688,0
dls,0.0001,1844,3.688,0.00916632,0.0164274,0.0503849,41.0303,0
dls,0.0001,1845,3.69,0.00916305,0.0164196,0.0503707,40.8927,0
dls,0.0001,1846,3.692,0.00915987,0.0164119,0.0503561,40.7561,0
dls,0.0001,1847,3.694,0.00915679,0.0164043,0.0503413,40.6204,0
dls,0.0001,1848,3.696,0.00915379,0.0163969,0.0503261,40.4857,0
dls,0.0001,1849,3.698,0.00915088,0.0163897,0.0503106,40.3519,0
dls,0.0001,1850,3.7,0.00914806,0.0163826,0.0502948,40.219,0
dls,0.0001,1851,3.702,0.00914532,0.0163756,0.0502787,40.0871,0
dls,0.0001,1852,3.704,0.00914266,0.0163687,0.0502624,39.956,0
dls,0.0001,1853,3.706,0.00914009,0.016362,0.0502457,39.8259,0
dls,0.0001,1854,3.708,0.00913759,0.0163554,0.0502289,39.6966,0
dls,0.0001,1855,3.71,0.00913516,0.0163489,0.0502117,39.5682,0
dls,0.0001,1856,3.712,0.00913281,0.0163425,0.0501943,39.4407,0
dls,0.0001,1857,3.714,0.00913053,0.0163363,0.0501766,39.3141,0
dls,0.0001,1858,3.716,0.00912833,0.0163301,0.0501587,39.1883,0
dls,0.0001,1859,3.718,0.00912619,0.0163241,0.0501406,39.0634,0
dls,0.0001,1860,3.72,0.00912412,0.0163182,0.0501222,38.9393,0
dls,0.0001,1861,3.722,0.00912211,0.0163124,0.0501036,38.816,0
dls,0.0001,1862,3.724,0.00912018,0.0163067,0.0500848,38.6936,0
dls,0.0001,1863,3.726,0.0091183,0.0163011,0.0500657,38.5719,0
dls,0.0001,1864,3.728,0.00911648,0.0162956,0.0500465,38.4511,0
dls,0.0001,1865,3.73,0.00911473,0.0162902,0.050027,38.3311,0
dls,0.0001,1866,3.732,0.00911303,0.0162849,0.0500073,38.2119,0
dls,0.0001,1867,3.734,0.00911139,0.0162797,0.0499875,38.0935,0
dls,0.0001,1868,3.736,0.00910981,0.0162745,0.0499674,37.9758,0
dls,0.0001,1869,3.738,0.00910828,0.0162695,0.0499472,37.8589,0
dls,0.0001,1870,3.74,0.0091068,0.0162645,0.0499267,37.7428,0
dls,0.0001,1871,3.742,0.00910538,0.0162597,0.0499061,37.6275,0
dls,0.0001,1872,3.744,0.009104,0.0162549,0.0498853,37.5129,0
dls,0.0001,1873,3.746,0.00910268,0.0162502,0.0498643,37.399,0
dls,0.0001,1874,3.748,0.0091014,0.0162455,0.0498432,37.2859,0
dls,0.0001,1875,3.75,0.00910017,0.016241,0.0498219,37.1735,0
dls,0.0001,1876,3.752,0.00909899,0.0162365,0.0498004,37.0618,0
dls,0.0001,1877,3.754,0.00909785,0.0162321,0.0497787,36.9508,0
dls,0.0001,1878,3.756,0.00909676,0.0162278,0.0497569,36.8406,0
dls,0.0001,1879,3.758,0.00909571,0.0162235,0.049735,36.7311,0
dls,0.0001,1880,3.76,0.0090947,0.0162193,0.0497129,36.6222,0
dls,0.0001,1881,3.762,0.00909373,0.0162151,0.0496906,36.5141,0
dls,0.0001,1882,3.764,0.0090928,0.0162111,0.0496683,36.4066,0
dls,0.0001,1883,3.766,0.00909191,0.0162071,0.0496457,36.2998,0
dls,0.0001,1884,3.768,0.00909106,0.0162031,0.049623,36.1937,0
dls,0.0001,1885,3.77,0.00909024,0.0161992,0.0496002,36.0883,0
dls,0.0001,1886,3.772,0.00908946,0.0161954,0.0495773,35.9835,0
dls,0.0001,1887,3.774,0.00908872,0.0161916,0.0495542,35.8794,0
dls,0.0001,1888,3.776,0.009088,0.0161879,0.049531,35.7759,0
dls,0.0001,1889,3.778,0.00908733,0.0161843,0.0495077,35.6731,0
dls,0.0001,1890,3.78,0.00908668,0.0161807,0.0494842,35.5709,0
dls,0.0001,1891,3.782,0.00908607,0.0161771,0.0494607,35.4693,0
dls,0.0001,1892,3.784,0.00908548,0.0161736,0.049437,35.3684,0
dls,0.0001,1893,3.786,0.00908493,0.0161701,0.0494132,35.2681,0
dls,0.0001,1894,3.788,0.00908441,0.0161667,0.0493893,35.1684,0
dls,0.0001,1895,3.79,0.00908391,0.0161634,0.0493652,35.0693,0
dls,0.0001,1896,3.792,0.00908345,0.0161601,0.0493411,34.9708,0
dls,0.0001,1897,3.794,0.009083,0.0161568,0.0493168,34.8729,0
dls,0.0001,1898,3.796,0.00908259,0.0161536,0.0492925,34.7756,0
dls,0.0001,1899,3.798,0.0090822,0.0161504,0.049268,34.6789,0
dls,0.0001,1900,3.8,0.00908184,0.0161472,0.0492435,34.5828,0
dls,0.0001,1901,3.802,0.0090815,0.0161441,0.0492188,34.4873,0
dls,0.0001,1902,3.804,0.00908118,0.0161411,0.049194,34.3923,0
dls,0.0001,1903,3.806,0.00908089,0.016138,0.0491692,34.2979,0
dls,0.0001,1904,3.808,0.00908062,0.0161351,0.0491442,34.2041,0
dls,0.0001,1905,3.81,0.00908037,0.0161321,0.0491192,34.1108,0
dls,0.0001,1906,3.812,0.00908015,0.0161292,0.049094,34.0181,0
dls,0.0001,1907,3.814,0.00907994,0.0161263,0.0490688,33.9259,0
dls,0.0001,1908,3.816,0.00907975,0.0161235,0.0490435,33.8343,0
dls,0.0001,1909,3.818,0.00907959,0.0161207,0.0490181,33.7432,0
dls,0.0001,1910,3.82,0.00907944,0.0161179,0.0489926,33.6527,0
dls,0.0001,1911,3.822,0.00907931,0.0161151,0.048967,33.5627,0
dls,0.0001,1912,3.824,0.0090792,0.0161124,0.0489414,33.4732,0
dls,0.0001,1913,3.826,0.0090791,0.0161097,0.0489156,33.3842,0
dls,0.0001,1914,3.828,0.00907903,0.016107,0.0488898,33.2958,0
dls,0.0001,1915,3.83,0.00907897,0.0161044,0.0488639,33.2079,0
dls,0.0001,1916,3.832,0.00907892,0.0161018,0.0488379,33.1204,0
dls,0.0001,1917,3.834,0.00907889,0.0160992,0.0488118,33.0335,0
dls,0.0001,1918,3.836,0.00907888,0.0160967,0.0487857,32.9471,0
dls,0.0001,1919,3.838,0.00907888,0.0160941,0.0487595,32.8612,0
dls,0.0001,1920,3.84,0.00907889,0.0160916,0.0487332,32.7758,0
dls,0.0001,1921,3.842,0.00907892,0.0160892,0.0487068,32.6908,0
dls,0.0001,1922,3.844,0.00907896,0.0160867,0.0486804,32.6064,0
dls,0.0001,1923,3.846,0.00907901,0.0160843,0.0486539,32.5224,0
dls,0.0001,1924,3.848,0.00907908,0.0160819,0.0486273,32.4389,0
dls,0.0001,1925,3.85,0.00907916,0.0160795,0.0486007,32.3559,0
dls,0.0001,1926,3.852,0.00907924,0.0160771,0.048574,32.2734,0
dls,0.0001,1927,3.854,0.00907935,0.0160748,0.0485472,32.1913,0
dls,0.0001,1928,3.856,0.00907946,0.0160724,0.0485204,32.1097,0
dls,0.0001,1929,3.858,0.00907958,0.0160701,0.0484934,32.0285,0
dls,0.0001,1930,3.86,0.00907971,0.0160678,0.0484665,31.9478,0
dls,0.0001,1931,3.862,0.00907985,0.0160656,0.0484394,31.8675,0
dls,0.0001,1932,3.864,0.00908,0.0160633,0.0484123,31.7877,0
dls,0.0001,1933,3.866,0.00908016,0.0160611,0.0483852,31.7083,0
dls,0.0001,1934,3.868,0.00908033,0.0160588,0.0483579,31.6294,0
dls,0.0001,1935,3.87,0.00908051,0.0160566,0.0483306,31.5509,0
dls,0.0001,1936,3.872,0.0090807,0.0160545,0.0483033,31.4729,0
dls,0.0001,1937,3.874,0.00908089,0.0160523,0.0482759,31.3952,0
dls,0.0001,1938,3.876,0.00908109,0.0160501,0.0482484,31.318,0
dls,0.0001,1939,3.878,0.0090813,0.016048,0.0482209,31.2412,0
dls,0.0001,1940,3.88,0.00908151,0.0160459,0.0481933,31.1649,0
dls,0.0001,1941,3.882,0.00908173,0.0160437,0.0481656,31.0889,0
dls,0.0001,1942,3.884,0.00908196,0.0160416,0.0481379,31.0134,0
dls,0.0001,1943,3.886,0.00908219,0.0160395,0.0481102,30.9383,0
dls,0.0001,1944,3.888,0.00908243,0.0160375,0.0480824,30.8635,0
dls,0.0001,1945,3.89,0.00908268,0.0160354,0.0480545,30.7892,0
dls,0.0001,1946,3.892,0.00908293,0.0160334,0.0480266,30.7153,0
dls,0.0001,1947,3.894,0.00908318,0.0160313,0.0479986,30.6418,0
dls,0.0001,1948,3.896,0.00908344,0.0160293,0.0479705,30.5687,0
dls,0.0001,1949,3.898,0.0090837,0.0160273,0.0479425,30.4959,0
dls,0.0001,1950,3.9,0.00908397,0.0160253,0.0479143,30.4236,0
dls,0.0001,1951,3.902,0.00908424,0.0160233,0.0478861,30.3516,0
dls,0.0001,1952,3.904,0.00908452,0.0160213,0.0478579,30.28,0
dls,0.0001,1953,3.906,0.0090848,0.0160193,0.0478296,30.2088,0
dls,0.0001,1954,3.908,0.00908508,0.0160173,0.0478012,30.138,0
dls,0.0001,1955,3.91,0.00908537,0.0160154,0.0477728,30.0675,0
dls,0.0001,1956,3.912,0.00908566,0.0160134,0.0477444,29.9975,0
dls,0.0001,1957,3.914,0.00908595,0.0160115,0.0477159,29.9277,0
dls,0.0001,1958,3.916,0.00908624,0.0160095,0.0476873,29.8584,0
dls,0.0001,1959,3.918,0.00908654,0.0160076,0.0476587,29.7894,0
dls,0.0001,1960,3.92,0.00908683,0.0160057,0.0476301,29.7208,0
dls,0.0001,1961,3.922,0.00908713,0.0160038,0.0476014,29.6525,0
dls,0.0001,1962,3.924,0.00908743,0.0160018,0.0475726,29.5846,0
dls,0.0001,1963,3.926,0.00908774,0.0159999,0.0475438,29.517,0
dls,0.0001,1964,3.928,0.00908804,0.0159981,0.047515,29.4498,0
dls,0.0001,1965,3.93,0.00908834,0.0159962,0.0474861,29.3829,0
dls,0.0001,1966,3.932,0.00908865,0.0159943,0.0474571,29.3164,0
dls,0.0001,1967,3.934,0.00908896,0.0159924,0.0474281,29.2502,0
dls,0.0001,1968,3.936,0.00908926,0.0159905,0.0473991,29.1843,0
dls,0.0001,1969,3.938,0.00908957,0.0159887,0.04737,29.1188,0
dls,0.0001,1970,3.94,0.00908988,0.0159868,0.0473409,29.0536,0
dls,0.0001,1971,3.942,0.00909018,0.0159849,0.0473117,28.9888,0
dls,0.0001,1972,3.944,0.00909049,0.0159831,0.0472825,28.9243,0
dls,0.0001,1973,3.946,0.0090908,0.0159813,0.0472532,28.8601,0
dls,0.0001,1974,3.948,0.0090911,0.0159794,0.0472239,28.7962,0
dls,0.0001,1975,3.95,0.00909141,0.0159776,0.0471945,28.7326,0
dls,0.0001,1976,3.952,0.00909172,0.0159757,0.0471651,28.6694,0
dls,0.0001,1977,3.954,0.00909202,0.0159739,0.0471356,28.6065,0
dls,0.0001,1978,3.956,0.00909232,0.0159721,0.0471061,28.5439,0
dls,0.0001,1979,3.958,0.00909262,0.0159703,0.0470766,28.4816,0
dls,0.0001,1980,3.96,0.00909292,0.0159684,0.047047,28.4196,0
dls,0.0001,1981,3.962,0.00909322,0.0159666,0.0470174,28.3579,0
dls,0.0001,1982,3.964,0.00909352,0.0159648,0.0469877,28.2966,0
dls,0.0001,1983,3.966,0.00909382,0.015963,0.046958,28.2355,0
dls,0.0001,1984,3.968,0.00909411,0.0159612,0.0469282,28.1747,0
dls,0.0001,1985,3.97,0.0090944,0.0159594,0.0468984,28.1143,0
dls,0.0001,1986,3.972,0.00909469,0.0159576,0.0468685,28.0541,0
dls,0.0001,1987,3.974,0.00909498,0.0159558,0.0468386,27.9943,0
dls,0.0001,1988,3.976,0.00909526,0.015954,0.0468087,27.9347,0
dls,0.0001,1989,3.978,0.00909555,0.0159522,0.0467787,27.8754,0
dls,0.0001,1990,3.98,0.00909583,0.0159504,0.0467487,27.8164,0
dls,0.0001,1991,3.982,0.0090961,0.0159486,0.0467186,27.7577,0
dls,0.0001,1992,3.984,0.00909638,0.0159468,0.0466885,27.6992,0
dls,0.0001,1993,3.986,0.00909665,0.015945,0.0466583,27.6411,0
dls,0.0001,1994,3.988,0.00909691,0.0159432,0.0466281,27.5832,0
dls,0.0001,1995,3.99,0.00909718,0.0159414,0.0465978,27.5257,0
dls,0.0001,1996,3.992,0.00909744,0.0159396,0.0465675,27.4683,0
dls,0.0001,1997,3.994,0.0090977,0.0159378,0.0465372,27.4113,0
dls,0.0001,1998,3.996,0.00909795,0.0159361,0.0465068,27.3546,0
dls,0.0001,1999,3.998,0.0090982,0.0159343,0.0464764,27.2981,0
dls,0.0001,2000,4.0,0.00909845,0.0159325,0.0464459,27.2418,0
dls,0.0001,2001,4.002,0.00909869,0.0159307,0.0464154,27.1859,0
dls,0.0001,2002,4.004,0.00909893,0.0159289,0.0463849,27.1302,0
dls,0.0001,2003,4.006,0.00909917,0.0159271,0.0463543,27.0748,0
dls,0.0001,2004,4.008,0.0090994,0.0159254,0.0463237,27.0196,0
dls,0.0001,2005,4.01,0.00909963,0.0159236,0.046293,26.9647,0
dls,0.0001,2006,4.012,0.00909985,0.0159218,0.0462623,26.9101,0
dls,0.0001,2007,4.014,0.00910007,0.01592,0.0462315,26.8557,0
dls,0.0001,2008,4.016,0.00910028,0.0159182,0.0462007,26.8016,0
dls,0.0001,2009,4.018,0.00910049,0.0159164,0.0461698,26.7477,0
dls,0.0001,2010,4.02,0.0091007,0.0159147,0.0461389,26.6941,0
dls,0.0001,2011,4.022,0.0091009,0.0159129,0.046108,26.6407,0
dls,0.0001,2012,4.024,0.00910109,0.0159111,0.046077,26.5876,0
dls,0.0001,2013,4.026,0.00910128,0.0159093,0.046046,26.5347,0
dls,0.0001,2014,4.028,0.00910147,0.0159075,0.046015,26.4821,0
dls,0.0001,2015,4.03,0.00910165,0.0159057,0.0459838,26.4297,0
dls,0.0001,2016,4.032,0.00910182,0.0159039,0.0459527,26.3775,0
dls,0.0001,2017,4.034,0.00910199,0.0159022,0.0459215,26.3256,0
dls,0.0001,2018,4.036,0.00910215,0.0159004,0.0458903,26.274,0
